ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro;Lucro Tratado;Marca do produto;Descrição complementar do produto;Descrição do produto;Preço Unitário;Custo;Custo Unitário;Lucro Unitário
9734;MX-2013-123764;2013-12-05;2013-12-09;Classe padrão;DC-12895;Diego Costa;Varejo;Cidade do México;Distrito Federal;México;Norte;MÓV-CA-10002110;Móveis;Cadeiras;Office Star Cadeira de balanço, Preto;2954,2400000000007;4;0,2;258,2399999999998;258,2399999999998;Office;Preto;Star Cadeira de balanço;738,5600000000002;2696,2000000000007;674,0500000000002;64,55999999999995
9735;MX-2013-123764;2013-12-05;2013-12-09;Classe padrão;DC-12895;Diego Costa;Varejo;Cidade do México;Distrito Federal;México;Norte;MÓV-CA-10004084;Móveis;Cadeiras;SAFCO Cadeira de balanço, Par;3657,6;5;0,2;410,6;410,6;SAFCO;Par;Cadeira de balanço;731,52;3247,2;649,4399999999999;82,12
9736;MX-2013-148614;2013-10-13;2013-10-13;No mesmo dia;EP-13705;Enzo Pinto;Grande Empresa;Paulista;Pernambuco;Brasil;Sul;MÓV-ES-10004961;Móveis;Estantes;Safco Estante tradicional, Tradicional;14605,0;5;0,0;5988,0;5988,0;Safco;Tradicional;Estante tradicional;2921,0;8617,0;1723,4;1197,6
9737;US-2014-159478;2014-10-30;2014-10-31;Primeira classe;AC-10135;Alex Cardoso;Pequenas e Medias Empresas;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MÓV-ES-10000103;Móveis;Estantes;Safco Par, Branco;1823,7600000000002;3;0,4;-760,44;760,44;Safco;Branco;Par;607,9200000000001;1063,7200000000003;354,57333333333344;253,48000000000002
9738;MX-2013-101833;2013-03-07;2013-03-12;Classe padrão;EC-13180;Eduarda Carvalho;Grande Empresa;Gómez Palacio;Durango;México;Norte;MAT-EN-10002292;Material de escritório;Envelopes;GlobeWeis Envelope profissional, Prata;263,2;2;0,0;112,8;112,8;GlobeWeis;Prata;Envelope profissional;131,6;150,39999999999998;75,19999999999999;56,4
9739;US-2014-141439;2014-06-25;2014-06-25;No mesmo dia;RC-19720;Rafaela Carvalho;Varejo;Carrefour;Oeste;Haiti;Caribe;MÓV-CA-10001183;Móveis;Cadeiras;SAFCO Protetor de piso, Vermelho;239,28;1;0,4;-8,120000000000005;8,120000000000005;SAFCO;Vermelho;Protetor de piso;239,28;231,56;231,56;8,120000000000005
9740;US-2014-141439;2014-06-25;2014-06-25;No mesmo dia;RC-19720;Rafaela Carvalho;Varejo;Carrefour;Oeste;Haiti;Caribe;MAT-AR-10002543;Material de escritório;Arte;Stanley Marcadores de texto, Embalagem tipo bulk;179,64000000000001;3;0,4;-99,36000000000001;99,36000000000001;Stanley;Embalagem tipo bulk;Marcadores de texto;59,88;80,68;26,893333333333334;33,120000000000005
9741;US-2014-141439;2014-06-25;2014-06-25;No mesmo dia;RC-19720;Rafaela Carvalho;Varejo;Carrefour;Oeste;Haiti;Caribe;MAT-EN-10001447;Material de escritório;Envelopes;Cameo Envelope com fecho, Reciclado;99,71999999999998;3;0,4;3,1199999999999903;3,1199999999999903;Cameo;Reciclado;Envelope com fecho;33,239999999999995;97,0;32,333333333333336;1,0399999999999967
9742;MX-2012-115840;2012-08-15;2012-08-22;Classe padrão;MR-18505;Marisa Ribeiro;Varejo;Guadalajara;Jalisco;México;Norte;MAT-MA-10004466;Material de escritório;Materiais;Stiletto Régua, Azul;99,2;1;0,0;25,6;25,6;Stiletto;Azul;Régua;99,2;73,6;73,6;25,6
9743;MX-2012-115840;2012-08-15;2012-08-22;Classe padrão;MR-18505;Marisa Ribeiro;Varejo;Guadalajara;Jalisco;México;Norte;MÓV-ES-10002183;Móveis;Estantes;Safco Estante, Tradicional;1589,1200000000001;2;0,2;119,11999999999995;119,11999999999995;Safco;Tradicional;Estante;794,5600000000001;1470,2000000000003;735,1000000000001;59,559999999999974
9744;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;TEC-AC-10000251;Tecnologia;Acessórios;Belkin Roteador, Durável;3107,5200000000004;3;0,4;-311,2800000000004;311,2800000000004;Belkin;Durável;Roteador;1035,8400000000001;2796,6400000000003;932,2133333333335;103,76000000000015
9745;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-CO-10000897;Material de escritório;Colchetes;OIC Elásticos, Tamanhos variados;116,16;2;0,4;-31,04;31,04;OIC;Tamanhos variados;Elásticos;58,08;85,52000000000001;42,760000000000005;15,52
9746;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-FI-10002671;Material de escritório;Fichários;Acco Capa para fichário, Reciclado;109,43999999999998;2;0,4;-56,559999999999995;56,559999999999995;Acco;Reciclado;Capa para fichário;54,71999999999999;53,279999999999994;26,639999999999997;28,279999999999998
9747;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-PA-10000298;Material de escritório;Papel;Xerox Agenda, Multicolorido;174,23999999999998;2;0,4;-64,16;64,16;Xerox;Multicolorido;Agenda;87,11999999999999;110,47999999999999;55,239999999999995;32,08
9748;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-AR-10000744;Material de escritório;Armazenamento;Tenex Pratelheiras, Metal;1074,6;5;0,4;-519,4;519,4;Tenex;Metal;Pratelheiras;214,92;555,6;111,12;103,88
9749;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-PA-10004268;Material de escritório;Papel;Green Bar Caderno, Reciclado;356,4;3;0,4;-160,8;160,8;Green;Reciclado;Bar Caderno;118,8;195,99999999999994;65,33333333333331;53,6
9750;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MÓV-ES-10000975;Móveis;Estantes;Dania Par, Metal;486,12;1;0,4;-81,08000000000004;81,08000000000004;Dania;Metal;Par;486,12;405,43999999999994;405,43999999999994;81,08000000000004
9751;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-FI-10002195;Material de escritório;Fichários;Acco Pasta argolada, Durável;266,4;4;0,4;43,99999999999997;43,99999999999997;Acco;Durável;Pasta argolada;66,6;222,79999999999998;55,699999999999996;10,999999999999993
9752;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-AR-10001693;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Metal;1636,5600000000004;3;0,4;-954,8400000000001;954,8400000000001;Fellowes;Metal;Carrinho bandeja;545,5200000000001;682,1200000000003;227,37333333333345;318,28000000000003
9753;US-2014-162600;2014-11-06;2014-11-11;Classe padrão;LC-17560;Lucas Cavalcanti;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-FI-10000337;Material de escritório;Fichários;Cardinal Divisórias, Durável;105,12;3;0,4;-14,279999999999994;14,279999999999994;Cardinal;Durável;Divisórias;35,04;91,24000000000001;30,413333333333338;4,759999999999998
9754;US-2014-111185;2014-12-28;2014-12-29;Primeira classe;ED-13315;Eduardo Dias;Varejo;Choloma;Cortés;Honduras;Central;MAT-CO-10004510;Material de escritório;Colchetes;Stockwell Prendedores de papel, Embalagem com 12;746,4;10;0,4;-337,6;337,6;Stockwell;Embalagem com 12;Prendedores de papel;74,64;409,19999999999993;40,919999999999995;33,760000000000005
9755;MX-2015-162824;2015-08-20;2015-08-24;Classe padrão;SM-20530;Sofia Melo;Varejo;São Gonçalo;Rio de Janeiro;Brasil;Sul;TEC-CO-10002825;Tecnologia;Copiadoras;Sharp Copiadora, Digital;7952,0639999999985;5;0,002;2454,064;2454,064;Sharp;Digital;Copiadora;1590,4127999999996;5498,001999999999;1099,6003999999998;490,8128
9756;MX-2015-162824;2015-08-20;2015-08-24;Classe padrão;SM-20530;Sofia Melo;Varejo;São Gonçalo;Rio de Janeiro;Brasil;Sul;TEC-CO-10004658;Tecnologia;Copiadoras;Sharp Copiadora, Vermelho;7904,16;5;0,002;3785,16;3785,16;Sharp;Vermelho;Copiadora;1580,8319999999999;4119,002;823,8004000000001;757,0319999999999
9757;US-2015-116120;2015-10-27;2015-11-01;Segunda classe;EB-13975;Evelyn Barbosa;Grande Empresa;Salvador;Bahia;Brasil;Sul;MAT-AC-10000611;Material de escritório;Acessórios;Cuisinart Moedor de café, Preto;202,88;2;0,6;-233,51999999999998;233,51999999999998;Cuisinart;Preto;Moedor de café;101,44;-30,039999999999992;-15,019999999999996;116,75999999999999
9758;US-2015-116120;2015-10-27;2015-11-01;Segunda classe;EB-13975;Evelyn Barbosa;Grande Empresa;Salvador;Bahia;Brasil;Sul;MAT-AR-10003549;Material de escritório;Armazenamento;Smead Bandejas, Metal;507,20000000000005;4;0,6;-495,19999999999993;495,19999999999993;Smead;Metal;Bandejas;126,80000000000001;12,600000000000136;3,150000000000034;123,79999999999998
9759;US-2015-116120;2015-10-27;2015-11-01;Segunda classe;EB-13975;Evelyn Barbosa;Grande Empresa;Salvador;Bahia;Brasil;Sul;MAT-AR-10003555;Material de escritório;Arte;Boston Apontador, Embalagem tipo bulk;311,68000000000006;4;0,6;-164,32;164,32;Boston;Embalagem tipo bulk;Apontador;77,92000000000002;147,9600000000001;36,99000000000002;41,08
9760;MX-2014-102036;2014-09-20;2014-09-24;Classe padrão;PC-19450;Paulo Cavalcanti;Varejo;Camagüey;Camagüey;Cuba;Caribe;TEC-CO-10001697;Tecnologia;Copiadoras;Brother Fax e copiadora, Par;3822,1403999999993;3;0,002;413,54040000000003;413,54040000000003;Brother;Par;Fax e copiadora;1274,0467999999998;3408,6019999999994;1136,2006666666664;137,8468
9761;MX-2012-108350;2012-04-06;2012-04-10;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;San Pedro de Macorís;San Pedro de Macorís;República Dominicana;Caribe;MAT-ET-10003842;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Ajustável;59,68;1;0,2;20,08;20,08;Avery;Ajustável;Etiquetas para codificação colorida;59,68;39,800000000000004;39,800000000000004;20,08
9762;MX-2015-101910;2015-03-04;2015-03-06;Segunda classe;TP-20980;Tomás Pinto;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;TEC-CO-10003274;Tecnologia;Copiadoras;Sharp Copiadora para uso pessoal, Par;1435,1999999999998;3;0,402;91,19999999999993;91,19999999999993;Sharp;Par;Copiadora para uso pessoal;478,3999999999999;1344,402;448,134;30,399999999999977
9763;MX-2014-109400;2014-04-25;2014-04-27;Primeira classe;SP-20635;Sophia Pereira;Grande Empresa;Chihuahua;Chihuahua;México;Norte;MAT-FI-10001408;Material de escritório;Fichários;Avery Encadernadora, Transparente;966,0000000000002;3;0,0;9,600000000000001;9,600000000000001;Avery;Transparente;Encadernadora;322,00000000000006;956,4000000000002;318,80000000000007;3,2000000000000006
9764;MX-2014-109400;2014-04-25;2014-04-27;Primeira classe;SP-20635;Sophia Pereira;Grande Empresa;Chihuahua;Chihuahua;México;Norte;MAT-AR-10004231;Material de escritório;Arte;Crayola Canetas, Embalagem tipo bulk;569,8000000000001;7;0,0;261,8;261,8;Crayola;Embalagem tipo bulk;Canetas;81,4;308,00000000000006;44,00000000000001;37,4
9765;MX-2015-144638;2015-06-09;2015-06-16;Classe padrão;NS-19210;Nicolas Souza;Grande Empresa;León;Guanajuato;México;Norte;TEC-AC-10003597;Tecnologia;Acessórios;Belkin Roteador, Reciclado;3420,8000000000006;2;0,0;0,0;0,0;Belkin;Reciclado;Roteador;1710,4000000000003;3420,8000000000006;1710,4000000000003;0,0
9766;MX-2014-108959;2014-11-28;2014-12-02;Classe padrão;NS-19330;Nicole Sousa;Varejo;Ciudad Valles;San Luis Potosí;México;Norte;TEC-CO-10002822;Tecnologia;Copiadoras;Canon Copiadora, Colorida;8768,428;5;0,002;3759,4280000000003;3759,4280000000003;Canon;Colorida;Copiadora;1753,6856;5009,002;1001,8004000000001;751,8856000000001
9767;MX-2014-122504;2014-10-28;2014-11-04;Classe padrão;GM-14470;Gabriela Martins;Varejo;Chihuahua;Chihuahua;México;Norte;MAT-FI-10003598;Material de escritório;Fichários;Avery Reforço para fichário, Transparente;154,8;6;0,0;13,200000000000001;13,200000000000001;Avery;Transparente;Reforço para fichário;25,8;141,60000000000002;23,600000000000005;2,2
9768;MX-2014-122504;2014-10-28;2014-11-04;Classe padrão;GM-14470;Gabriela Martins;Varejo;Chihuahua;Chihuahua;México;Norte;MÓV-CA-10003821;Móveis;Cadeiras;Office Star Cadeira dobrável, Ajustável;502,40000000000003;1;0,2;0,0;0,0;Office;Ajustável;Star Cadeira dobrável;502,40000000000003;502,6;502,6;0,0
9769;MX-2012-124555;2012-01-27;2012-01-31;Classe padrão;BR-11065;Beatrice Rodrigues;Varejo;San Francisco de Macorís;Duarte;República Dominicana;Caribe;MAT-CO-10002533;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem com 12;345,6000000000001;5;0,2;72,59999999999998;72,59999999999998;Stockwell;Embalagem com 12;Percevejo niquelado;69,12000000000002;273,2000000000001;54,64000000000002;14,519999999999996
9770;MX-2015-122567;2015-06-24;2015-06-27;Segunda classe;SC-20365;Sarah Correia;Varejo;Tlalnepantla;México;México;Norte;MAT-AR-10003795;Material de escritório;Arte;Stanley Marcador, Metal;156,4;1;0,0;57,8;57,8;Stanley;Metal;Marcador;156,4;98,60000000000001;98,60000000000001;57,8
9771;MX-2015-122567;2015-06-24;2015-06-27;Segunda classe;SC-20365;Sarah Correia;Varejo;Tlalnepantla;México;México;Norte;MAT-MA-10003716;Material de escritório;Materiais;Acme Estilete, Azul;252,0;1;0,0;126,0;126,0;Acme;Azul;Estilete;252,0;126,0;126,0;126,0
9772;MX-2014-120075;2014-05-11;2014-05-17;Classe padrão;KA-16450;Kauê Alves;Grande Empresa;Tecomán;Colima;México;Norte;MÓV-CA-10002523;Móveis;Cadeiras;HON Banqueta, Preto;6018,880000000001;7;0,2;525,2799999999997;525,2799999999997;HON;Preto;Banqueta;859,8400000000001;5493,800000000001;784,8285714285715;75,03999999999996
9773;MX-2014-120075;2014-05-11;2014-05-17;Classe padrão;KA-16450;Kauê Alves;Grande Empresa;Tecomán;Colima;México;Norte;MÓV-CA-10004743;Móveis;Cadeiras;Novimex Cadeira de praia, Ajustável;516,8000000000001;2;0,2;-19,600000000000023;19,600000000000023;Novimex;Ajustável;Cadeira de praia;258,40000000000003;497,4000000000001;248,70000000000005;9,800000000000011
9774;MX-2014-120075;2014-05-11;2014-05-17;Classe padrão;KA-16450;Kauê Alves;Grande Empresa;Tecomán;Colima;México;Norte;MÓV-MÓ-10000513;Móveis;Móveis ;Rubbermaid Porta retrato, Durável;585,3599999999999;3;0,4;38,75999999999999;38,75999999999999;Rubbermaid;Durável;Porta retrato;195,11999999999998;546,9999999999999;182,3333333333333;12,919999999999996
9775;MX-2014-120075;2014-05-11;2014-05-17;Classe padrão;KA-16450;Kauê Alves;Grande Empresa;Tecomán;Colima;México;Norte;MÓV-ES-10001900;Móveis;Estantes;Sauder Estante tradicional, Tradicional;6975,84;3;0,2;174,23999999999978;174,23999999999978;Sauder;Tradicional;Estante tradicional;2325,28;6801,8;2267,266666666667;58,07999999999993
9776;MX-2013-105487;2013-12-11;2013-12-15;Classe padrão;VG-21070;Victor Goncalves;Varejo;San Luis Potosí;San Luis Potosí;México;Norte;MAT-AR-10002094;Material de escritório;Armazenamento;Eldon Pastas, Metal;214,0;2;0,0;81,19999999999999;81,19999999999999;Eldon;Metal;Pastas;107,0;132,8;66,4;40,599999999999994
9777;US-2015-122322;2015-12-22;2015-12-29;Classe padrão;NC-19150;Nicolas Castro;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MÓV-CA-10001949;Móveis;Cadeiras;HON Poltrona, Ajustável;9192,599999999999;5;0,4;-1685,3999999999996;1685,3999999999996;HON;Ajustável;Poltrona;1838,5199999999998;7507,5999999999985;1501,5199999999998;337,0799999999999
9778;US-2015-122322;2015-12-22;2015-12-29;Classe padrão;NC-19150;Nicolas Castro;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MAT-AR-10002132;Material de escritório;Arte;Boston Tela, Tamanhos variados;1363,68;6;0,4;113,27999999999997;113,27999999999997;Boston;Tamanhos variados;Tela;227,28;1250,8000000000002;208,4666666666667;18,879999999999995
9779;MX-2013-129672;2013-04-22;2013-04-25;Primeira classe;DB-12955;Diogo Barros;Grande Empresa;Bayamo;Granma;Cuba;Caribe;TEC-TE-10004696;Tecnologia;Telefones;Motorola Smart Phone, Azul;3460,8;4;0,0;1556,8000000000002;1556,8000000000002;Motorola;Azul;Smart Phone;865,2;1904,0;476,0;389,20000000000005
9780;MX-2013-129672;2013-04-22;2013-04-25;Primeira classe;DB-12955;Diogo Barros;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MÓV-CA-10004353;Móveis;Cadeiras;SAFCO Banqueta, Par;6807,599999999999;6;0,0;2246,3999999999996;2246,3999999999996;SAFCO;Par;Banqueta;1134,6;4561,2;760,1999999999999;374,3999999999999
9781;MX-2013-129672;2013-04-22;2013-04-25;Primeira classe;DB-12955;Diogo Barros;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MAT-FI-10002233;Material de escritório;Fichários;Wilson Jones Reforço para fichário, Econômico;60,400000000000006;2;0,0;24,4;24,4;Wilson;Econômico;Jones Reforço para fichário;30,200000000000003;36,00000000000001;18,000000000000004;12,2
9782;MX-2013-129672;2013-04-22;2013-04-25;Primeira classe;DB-12955;Diogo Barros;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MAT-MA-10003821;Material de escritório;Materiais;Acme Tesouras, Industrial;360,79999999999995;2;0,0;86,40000000000002;86,40000000000002;Acme;Industrial;Tesouras;180,39999999999998;274,3999999999999;137,19999999999996;43,20000000000001
9783;MX-2013-129672;2013-04-22;2013-04-25;Primeira classe;DB-12955;Diogo Barros;Grande Empresa;Bayamo;Granma;Cuba;Caribe;MAT-CO-10000869;Material de escritório;Colchetes;Stockwell Elásticos, Tamanhos variados;279,6;3;0,0;41,400000000000006;41,400000000000006;Stockwell;Tamanhos variados;Elásticos;93,2;238,20000000000002;79,4;13,800000000000002
9784;MX-2013-166485;2013-09-11;2013-09-14;Segunda classe;TA-20845;Thaís Alves;Varejo;Santa Clara;Villa Clara;Cuba;Caribe;MAT-EN-10000871;Material de escritório;Envelopes;Jiffy Fita dupla face, Prata;298,8;2;0,0;74,4;74,4;Jiffy;Prata;Fita dupla face;149,4;224,4;112,2;37,2
9785;US-2013-126284;2013-10-15;2013-10-21;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Turmero;Aragua;Venezuela;Sul;TEC-MÁ-10000198;Tecnologia;Máquinas;Konica Calculadora, Branco;400,32;2;0,4;-253,68000000000006;253,68000000000006;Konica;Branco;Calculadora;200,16;147,0399999999999;73,51999999999995;126,84000000000003
9786;US-2013-126284;2013-10-15;2013-10-21;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Turmero;Aragua;Venezuela;Sul;TEC-CO-10003959;Tecnologia;Copiadoras;Canon Copiadora, Par;2090,1295999999998;2;0,402;-77,07039999999984;77,07039999999984;Canon;Par;Copiadora;1045,0647999999999;2013,4612;1006,7306;38,53519999999992
9787;US-2013-126284;2013-10-15;2013-10-21;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Turmero;Aragua;Venezuela;Sul;MAT-ET-10002662;Material de escritório;Etiquetas;Smead Etiquetas para organização de pastas, Branco;319,68;9;0,4;31,67999999999998;31,67999999999998;Smead;Branco;Etiquetas para organização de pastas;35,52;288,4;32,044444444444444;3,519999999999998
9788;US-2013-126284;2013-10-15;2013-10-21;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Turmero;Aragua;Venezuela;Sul;MAT-MA-10001557;Material de escritório;Materiais;Elite Cortador de papel, Azul;500,04;3;0,4;-33,360000000000014;33,360000000000014;Elite;Azul;Cortador de papel;166,68;467,08;155,69333333333333;11,120000000000005
9789;US-2013-126284;2013-10-15;2013-10-21;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Turmero;Aragua;Venezuela;Sul;MAT-CO-10001618;Material de escritório;Colchetes;Accos Percevejo niquelado, Tamanhos variados;89,04;2;0,4;-13,360000000000007;13,360000000000007;Accos;Tamanhos variados;Percevejo niquelado;44,52;76,08000000000001;38,040000000000006;6,680000000000003
9790;US-2013-117541;2013-08-11;2013-08-15;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;MAT-MA-10000991;Material de escritório;Materiais;Stiletto Tesouras, Retangular;162,48;2;0,4;-84,32000000000001;84,32000000000001;Stiletto;Retangular;Tesouras;81,24;78,55999999999999;39,279999999999994;42,160000000000004
9791;US-2013-117541;2013-08-11;2013-08-15;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;MÓV-ES-10000756;Móveis;Estantes;Sauder Gaveteiro, Tradicional;1333,44;2;0,4;-178,16000000000008;178,16000000000008;Sauder;Tradicional;Gaveteiro;666,72;1155,68;577,84;89,08000000000004
9792;US-2013-117541;2013-08-11;2013-08-15;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;MAT-FI-10001212;Material de escritório;Fichários;Acco Divisórias, Transparente;225,11999999999998;7;0,4;6,719999999999999;6,719999999999999;Acco;Transparente;Divisórias;32,16;218,79999999999998;31,257142857142856;0,9599999999999999
9793;US-2013-117541;2013-08-11;2013-08-15;Classe padrão;EA-13585;Enzo Azevedo;Grande Empresa;La Ceiba;Atlántida;Honduras;Central;MÓV-CA-10002419;Móveis;Cadeiras;HON Cadeira de praia, Par;947,9999999999998;5;0,4;-173,9999999999999;173,9999999999999;HON;Par;Cadeira de praia;189,59999999999997;774,3999999999999;154,87999999999997;34,799999999999976
9794;US-2014-146507;2014-04-23;2014-04-27;Classe padrão;SS-20410;Sarah Santos;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-CO-10002086;Tecnologia;Copiadoras;Brother Fax sem fio, Par;8061,076800000001;4;0,202;-1334,1232000000005;1334,1232000000005;Brother;Par;Fax sem fio;2015,2692000000002;6727,1556;1681,7889;333,5308000000001
9795;MX-2012-149034;2012-09-07;2012-09-11;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Chinautla;Guatemala;Guatemala;Central;MAT-CO-10002580;Material de escritório;Colchetes;Accos Alfinetes, Embalagem com 12;372,0;4;0,0;156,0;156,0;Accos;Embalagem com 12;Alfinetes;93,0;216,0;54,0;39,0
9796;MX-2012-149034;2012-09-07;2012-09-11;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Chinautla;Guatemala;Guatemala;Central;MAT-AR-10002782;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Azul;4577,0;5;0,0;640,0;640,0;Fellowes;Azul;Carrinho bandeja;915,4;3937,0;787,4;128,0
9797;MX-2012-115140;2012-12-01;2012-12-05;Classe padrão;LG-16525;Lara Gomes;Varejo;Managua;Managua;Nicarágua;Central;MAT-FI-10001619;Material de escritório;Fichários;Acco Encadernadora, Econômico;1021,8000000000001;3;0,0;10,200000000000001;10,200000000000001;Acco;Econômico;Encadernadora;340,6;1011,6;337,2;3,4000000000000004
9798;MX-2012-115140;2012-12-01;2012-12-05;Classe padrão;LG-16525;Lara Gomes;Varejo;Managua;Managua;Nicarágua;Central;MÓV-CA-10001262;Móveis;Cadeiras;Novimex Protetor de piso, Ajustável;1176,6;3;0,0;129,0;129,0;Novimex;Ajustável;Protetor de piso;392,2;1047,6;349,2;43,0
9799;MX-2012-115140;2012-12-01;2012-12-05;Classe padrão;LG-16525;Lara Gomes;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10000497;Material de escritório;Papel;Eaton Agenda, Reciclado;273,2;2;0,0;84,4;84,4;Eaton;Reciclado;Agenda;136,6;188,79999999999998;94,39999999999999;42,2
9800;MX-2012-115140;2012-12-01;2012-12-05;Classe padrão;LG-16525;Lara Gomes;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10003409;Material de escritório;Etiquetas;Smead Etiquetas de envio, Ajustável;63,4;1;0,0;22,0;22,0;Smead;Ajustável;Etiquetas de envio;63,4;41,4;41,4;22,0
9801;MX-2012-115140;2012-12-01;2012-12-05;Classe padrão;LG-16525;Lara Gomes;Varejo;Managua;Managua;Nicarágua;Central;TEC-AC-10003655;Tecnologia;Acessórios;SanDisk Mouse, Econômico;766,1999999999999;3;0,0;214,20000000000002;214,20000000000002;SanDisk;Econômico;Mouse;255,39999999999998;551,9999999999999;183,99999999999997;71,4
9802;MX-2015-114391;2015-03-21;2015-03-24;Segunda classe;EB-13975;Evelyn Barbosa;Grande Empresa;Ciudad Acuña;Coahuila;México;Norte;MAT-FI-10002700;Material de escritório;Fichários;Avery Perfurador, Durável;195,80000000000004;1;0,0;54,8;54,8;Avery;Durável;Perfurador;195,80000000000004;141,00000000000006;141,00000000000006;54,8
9803;MX-2015-114391;2015-03-21;2015-03-24;Segunda classe;EB-13975;Evelyn Barbosa;Grande Empresa;Ciudad Acuña;Coahuila;México;Norte;TEC-AC-10003819;Tecnologia;Acessórios;Enermax Mouse, Econômico;1343,0;5;0,0;604,0;604,0;Enermax;Econômico;Mouse;268,6;739,0;147,8;120,8
9804;MX-2014-167059;2014-06-19;2014-06-24;Classe padrão;MG-18340;Marina Goncalves;Varejo;Ciudad del Carmen;Campeche;México;Norte;TEC-CO-10002086;Tecnologia;Copiadoras;Brother Fax sem fio, Par;10081,3968;4;0,002;686,1967999999999;686,1967999999999;Brother;Par;Fax sem fio;2520,3492;9395,202000000001;2348,8005000000003;171,54919999999998
9805;MX-2013-111962;2013-08-16;2013-08-16;No mesmo dia;BB-11365;Brenda Barros;Grande Empresa;Dourados;Mato Grosso do Sul;Brasil;Sul;MAT-MA-10002869;Material de escritório;Materiais;Acme Cortador de papel, Retangular;1100,8000000000002;4;0,0;32,8;32,8;Acme;Retangular;Cortador de papel;275,20000000000005;1068,0000000000002;267,00000000000006;8,2
9806;US-2014-150259;2014-10-07;2014-10-11;Classe padrão;BL-11290;Bianca Lima;Varejo;David;Chiriquí;Panamá;Central;MÓV-MÓ-10001468;Móveis;Móveis ;Advantus Peso de porta, Premium;873,0;5;0,4;-364,0;364,0;Advantus;Premium;Peso de porta;174,6;509,4;101,88;72,8
9807;US-2014-150259;2014-10-07;2014-10-11;Classe padrão;BL-11290;Bianca Lima;Varejo;David;Chiriquí;Panamá;Central;MAT-FI-10000858;Material de escritório;Fichários;Wilson Jones Divisórias, Durável;31,799999999999997;1;0,4;-9,600000000000003;9,600000000000003;Wilson;Durável;Jones Divisórias;31,799999999999997;22,599999999999994;22,599999999999994;9,600000000000003
